skill_name,source,author,published_date,description,evidence,attack_chain,risk_category,impact_scope,confidence,severity,mitigation
insider-wallets-finder-cv1d9,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-djiq0,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-firui,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-h5syo,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-hbmjm,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-im29o,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-jacit,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-kq9nv,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-mk3w3,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-ngv64,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-nq6a9,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-q9qng,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-qjkug,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-r6wya,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-tivyf,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-zah8d,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
insider-wallets-finder-zzs2p,Koi ClawHavoc report,未确认,2026-02-01,伪装钱包画像/监控工具,Koi 将其归入 Insider Wallets Finder 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
lost-bitcoin-10li1,Koi ClawHavoc report,未确认,2026-02-01,伪装找回比特币/链上分析,Koi 将其归入 Lost Bitcoin 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
lost-bitcoin-dbrgt,Koi ClawHavoc report,未确认,2026-02-01,伪装找回比特币/链上分析,Koi 将其归入 Lost Bitcoin 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
lost-bitcoin-eabml,Koi ClawHavoc report,未确认,2026-02-01,伪装找回比特币/链上分析,Koi 将其归入 Lost Bitcoin 恶意/可疑技能清单,社工安装→外链执行,加密场景伪装,钱包/主机,4,高,立即下架/阻断IOC/轮换凭据
moltbook-lm8,Snyk IOC list,moonshine-100rze,2026-02-05,可疑 Moltbook 相关技能,Snyk 列为仍在线 IOC,技能安装/执行后可疑行为,提示注入/可疑载荷,agent 行为面/主机,4,中,立即下架/阻断IOC/轮换凭据
moltbookagent,Snyk IOC list,pepe276,2026-02-05,可疑 Moltbook 相关技能,Snyk 注记 Unicode contraband injection / DAN jailbreaks,安装→提示注入/行为劫持,prompt injection/jailbreak,agent 行为面,4,中,立即下架/阻断IOC/轮换凭据
phantom-0jcvy,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-0snsv,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-3uttg,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-64juz,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-afnuz,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-ahdwb,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-bdacv,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-fdjtg,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-fsvib,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-ftbrg,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-fvizs,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-ggjrq,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-hpwmb,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-iebcc,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-jwik3,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-kxcuj,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-lpnfp,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-lxnyf,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-mdr3q,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-nrqdw,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-pcue3,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-pvber,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-q8ark,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-qs450,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-syjqj,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-vpnfy,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-vwlfb,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-xivjh,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
phantom-ygmjc,Koi ClawHavoc report,未确认,2026-02-01,伪装 Phantom 钱包相关工具,Koi 将其归入 Phantom Wallet 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
poly,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polym,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-25nwy,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-33efn,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-4rrsh,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-5dylt,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-6ehca,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-7ceau,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-all-in-one,Koi ClawHavoc report,未确认,2026-02-01,功能正常但藏后门,Koi 将其归入 Hidden Backdoor 恶意/可疑技能清单,正常功能调用→触发隐藏后门,隐藏后门/反连,主机完全控制,5,高,立即下架/阻断IOC/轮换凭据
polymarket-bpnyq,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-cexex,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-dfknh,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-esfbk,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-fpwui,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-gxyrz,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-hoedg,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-ik168,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-jezc4,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-juui0,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-lzgm8,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-mjjsc,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-phqtc,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-qjypn,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-qpi7w,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-qxjyy,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-s7x4d,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-traiding-bot,Koi ClawHavoc report,未确认,2026-02-01,伪装交易/认证工具,Koi 将其归入 AuthTool Campaign 恶意/可疑技能清单,技能使用→植入恶意流程,凭据窃取/交易场景,交易账户/钱包/主机,5,高,立即下架/阻断IOC/轮换凭据
polymarket-vj5zb,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-vx875,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-wapbk,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-y0c8k,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarket-z7lwp,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polymarkets,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
polytrading,Koi ClawHavoc report,未确认,2026-02-01,伪装 Polymarket 交易/分析工具,Koi 将其归入 Polymarket 恶意/可疑技能清单,社工安装→外链执行,交易工具伪装,交易账户/主机,4,高,立即下架/阻断IOC/轮换凭据
publish-dist,Snyk IOC list,pepe276,2026-02-05,可疑发布工具,Snyk 注记 Similar to above,安装→提示注入/行为劫持,prompt injection/jailbreak,agent 行为面,4,中,立即下架/阻断IOC/轮换凭据
rankaj,Koi ClawHavoc report,未确认,2026-02-01,凭据窃取/数据外传,Koi 将其归入 Credential Exfiltration 恶意/可疑技能清单,执行后读取并外传敏感信息,数据外传,凭据/文档/主机,5,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-0bbn7,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-1nqgh,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-2ae1q,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-3bkif,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-3itwx,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-4dc9g,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-4utfp,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-52k37,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-5jlwm,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-6a9zc,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-6rn7o,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-7mi7t,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-8gc1n,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-8lxw9,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-8m7no,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-acx63,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-ej5ot,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-fqpsi,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
solana-wallet-tracker-fshmi,Koi ClawHavoc report,未确认,2026-02-01,伪装 Solana 钱包跟踪器,Koi 将其归入 Solana Wallets 恶意/可疑技能清单,社工安装→外链执行,钱包伪装,钱包/浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
