nohup: ignoring input
{"event":"skillsmp_selected","latest_limit":100000,"latest_count":100000,"openclaw_count":113,"total_unique":100095,"target_offset":0,"target_count":0}
{"event":"skillsmp_progress","done":143,"total":100095,"errors":143,"last":{"skill_id":"patternfly-ai-helpers-plugins-react-skills-pf-prototype-mode-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":144,"total":100095,"errors":144,"last":{"skill_id":"victork3480-accenture-ai-case-context-nordikbank-modeling-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":145,"total":100095,"errors":145,"last":{"skill_id":"microsoft-apm-packages-apm-guide-apm-skills-apm-usage-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":146,"total":100095,"errors":146,"last":{"skill_id":"tommimarkus-skills-souroldgeezer-architecture-skills-architecture-design-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":147,"total":100095,"errors":147,"last":{"skill_id":"tnez-dotfiles-agents-dot-agents-skills-project-board-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":148,"total":100095,"errors":148,"last":{"skill_id":"linggen-skills-pulse-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":149,"total":100095,"errors":149,"last":{"skill_id":"itshalffull-concept-oriented-programming-framework-claude-skills-transactql-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":150,"total":100095,"errors":150,"last":{"skill_id":"xantorres-repokernel-packages-cli-plugin-skills-repokernel-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":151,"total":100095,"errors":151,"last":{"skill_id":"aigraphix-openclaw-skills-google-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":152,"total":100095,"errors":152,"last":{"skill_id":"spotcircuit-rebar-claude-skills-creative-design-md-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":153,"total":100095,"errors":153,"last":{"skill_id":"instrument-org-instrument-cursor-skills-instrument-commit-message-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":154,"total":100095,"errors":154,"last":{"skill_id":"soneso-stellar-php-sdk-skills-stellar-php-sdk-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":155,"total":100095,"errors":155,"last":{"skill_id":"sadpandajoe-ai-toolkit-skills-qa-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":156,"total":100095,"errors":156,"last":{"skill_id":"imabusyman-codebrewrouter-agents-skills-codebrewrouter-logging-contract-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":157,"total":100095,"errors":157,"last":{"skill_id":"sadpandajoe-ai-toolkit-skills-cherry-pick-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":158,"total":100095,"errors":158,"last":{"skill_id":"laurigates-claude-plugins-taskwarrior-plugin-skills-task-coordinate-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":159,"total":100095,"errors":159,"last":{"skill_id":"laurigates-claude-plugins-taskwarrior-plugin-skills-task-status-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":160,"total":100095,"errors":160,"last":{"skill_id":"laurigates-claude-plugins-taskwarrior-plugin-skills-task-add-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":161,"total":100095,"errors":161,"last":{"skill_id":"noah-goodrich-borg-collective-skills-borg-collective-review-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":162,"total":100095,"errors":162,"last":{"skill_id":"doist-todoist-cli-skills-todoist-cli-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":163,"total":100095,"errors":163,"last":{"skill_id":"mirusser-kubernetes-mcp-guard-agents-skills-verify-readme-docs-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":164,"total":100095,"errors":164,"last":{"skill_id":"datadog-labs-pup-skills-dd-pup-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":165,"total":100095,"errors":165,"last":{"skill_id":"yazanabuashour-openclerk-modules-tesseract-ocr-skill-tesseract-ocr-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":166,"total":100095,"errors":166,"last":{"skill_id":"systeminit-swamp-claude-skills-swamp-vault-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":167,"total":100095,"errors":167,"last":{"skill_id":"waitdeadai-minmaxing-claude-skills-deepretaste-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":168,"total":100095,"errors":168,"last":{"skill_id":"waitdeadai-minmaxing-claude-skills-defineicp-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":169,"total":100095,"errors":169,"last":{"skill_id":"randlee-github-research-claude-skills-research-update-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":170,"total":100095,"errors":170,"last":{"skill_id":"randlee-github-research-claude-skills-research-validate-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":171,"total":100095,"errors":171,"last":{"skill_id":"randlee-github-research-claude-skills-research-explore-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":172,"total":100095,"errors":172,"last":{"skill_id":"waitdeadai-minmaxing-claude-skills-claudeproduct-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":173,"total":100095,"errors":173,"last":{"skill_id":"dudgeon-duo-claude-skills-smoke-walk-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":174,"total":100095,"errors":174,"last":{"skill_id":"cataclysmbn-cataclysm-bn-agents-skills-i18n-context-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":175,"total":100095,"errors":175,"last":{"skill_id":"asibilia-luca-framework-packages-luca-mastracode-skills-gh-prepare-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":176,"total":100095,"errors":176,"last":{"skill_id":"ewgdg-dotfiles-packages-agents-files-agents-skills-context-efficient-navigation-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":177,"total":100095,"errors":177,"last":{"skill_id":"ewgdg-dotfiles-packages-agents-files-agents-skills-oss-writing-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":178,"total":100095,"errors":178,"last":{"skill_id":"chf3198-megingjord-harness-skills-fleet-portable-config-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":179,"total":100095,"errors":179,"last":{"skill_id":"eyelevelai-groundx-studio-harness-skills-groundx-web-ui-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":180,"total":100095,"errors":180,"last":{"skill_id":"gragland-codex-imessage-handoff-imessage-handoff-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":181,"total":100095,"errors":181,"last":{"skill_id":"suuttt-autosota-lite-plugins-autosota-lite-skills-steer-structural-entropy-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":182,"total":100095,"errors":182,"last":{"skill_id":"eyelevelai-groundx-studio-harness-skills-eyelevel-design-standards-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":183,"total":100095,"errors":183,"last":{"skill_id":"camsoper-pulumi-docs-claude-commands-docs-review-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":184,"total":100095,"errors":184,"last":{"skill_id":"notque-vexjoy-agent-skills-business-legal-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":185,"total":100095,"errors":185,"last":{"skill_id":"roman-karpovich-ai-dev-team-skills-feature-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":186,"total":100095,"errors":186,"last":{"skill_id":"yschimke-compose-ai-tools-skills-compose-preview-review-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":187,"total":100095,"errors":187,"last":{"skill_id":"different-ai-the-factory-opencode-skills-using-openwork-with-chrome-mcp-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":188,"total":100095,"errors":188,"last":{"skill_id":"thewoolleyman-livespec-archive-claude-plugins-livespec-bootstrap-skills-bootstrap-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":189,"total":100095,"errors":189,"last":{"skill_id":"0xhoneyjar-loa-constructs-claude-skills-bridgebuilder-review-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":190,"total":100095,"errors":190,"last":{"skill_id":"dudgeon-duo-skill-pack-builder-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":191,"total":100095,"errors":191,"last":{"skill_id":"dudgeon-duo-skill-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":192,"total":100095,"errors":192,"last":{"skill_id":"jillyz250-crazy4points-v2-claude-skills-add-airline-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":193,"total":100095,"errors":193,"last":{"skill_id":"idossha-dotfiles-agent-skills-docx-tools-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":194,"total":100095,"errors":194,"last":{"skill_id":"questpie-questpie-packages-create-questpie-skills-questpie-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":195,"total":100095,"errors":195,"last":{"skill_id":"goodshytgroup-asterocrypta-celestial-linguistics-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":196,"total":100095,"errors":196,"last":{"skill_id":"fjrevoredo-mini-diarium-agents-skills-apply-dependency-prs-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":197,"total":100095,"errors":197,"last":{"skill_id":"venables-skills-skills-panel-review-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":198,"total":100095,"errors":198,"last":{"skill_id":"thefjk-uberdev-plugins-uberdev-skills-merge-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":199,"total":100095,"errors":199,"last":{"skill_id":"mindfn-clowder-ai-cat-cafe-skills-image-generation-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":200,"total":100095,"errors":200,"last":{"skill_id":"halfline-git-stage-batch-claude-skills-release-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":201,"total":100095,"errors":201,"last":{"skill_id":"istota-project-istota-src-istota-skills-feeds-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":202,"total":100095,"errors":202,"last":{"skill_id":"datadog-datadog-agent-claude-skills-explain-lading-config-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":203,"total":100095,"errors":203,"last":{"skill_id":"ngareleo-xstream-claude-skills-browser-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":204,"total":100095,"errors":204,"last":{"skill_id":"astrumon-spovishun-claude-skills-notion-workflow-spovishun-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":205,"total":100095,"errors":205,"last":{"skill_id":"astrumon-spovishun-claude-skills-notion-task-to-code-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":206,"total":100095,"errors":206,"last":{"skill_id":"rczamor-rz-claude-skills-plugins-rz-skills-skills-rz-website-audit-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":207,"total":100095,"errors":207,"last":{"skill_id":"estebanforge-agents-skills-acpx-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":208,"total":100095,"errors":208,"last":{"skill_id":"idossha-dotfiles-agent-skills-web-neuroimaging-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":209,"total":100095,"errors":209,"last":{"skill_id":"idossha-dotfiles-agent-skills-write-skill-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":210,"total":100095,"errors":210,"last":{"skill_id":"idossha-dotfiles-agent-skills-track-status-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":211,"total":100095,"errors":211,"last":{"skill_id":"idossha-dotfiles-agent-skills-eeglab-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":212,"total":100095,"errors":212,"last":{"skill_id":"idossha-dotfiles-agent-skills-python-production-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":213,"total":100095,"errors":213,"last":{"skill_id":"idossha-dotfiles-agent-skills-grill-me-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":214,"total":100095,"errors":214,"last":{"skill_id":"idossha-dotfiles-agent-skills-mcp-authoring-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":215,"total":100095,"errors":215,"last":{"skill_id":"idossha-dotfiles-agent-skills-librarian-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":216,"total":100095,"errors":216,"last":{"skill_id":"idossha-dotfiles-agent-skills-matlab-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":217,"total":100095,"errors":217,"last":{"skill_id":"idossha-dotfiles-agent-skills-memory-update-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":218,"total":100095,"errors":218,"last":{"skill_id":"idossha-dotfiles-agent-skills-neuroimaging-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":219,"total":100095,"errors":219,"last":{"skill_id":"idossha-dotfiles-agent-skills-new-track-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":220,"total":100095,"errors":220,"last":{"skill_id":"idossha-dotfiles-agent-skills-scientific-computing-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":221,"total":100095,"errors":221,"last":{"skill_id":"idossha-dotfiles-agent-skills-bids-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":222,"total":100095,"errors":222,"last":{"skill_id":"idossha-dotfiles-agent-skills-agent-memory-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":223,"total":100095,"errors":223,"last":{"skill_id":"idossha-dotfiles-agent-skills-engineering-discipline-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":224,"total":100095,"errors":224,"last":{"skill_id":"idossha-dotfiles-agent-skills-security-review-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":225,"total":100095,"errors":225,"last":{"skill_id":"idossha-dotfiles-agent-skills-worktree-setup-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":226,"total":100095,"errors":226,"last":{"skill_id":"idossha-dotfiles-agent-skills-git-collaboration-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":227,"total":100095,"errors":227,"last":{"skill_id":"idossha-dotfiles-agent-skills-phase-handoff-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":228,"total":100095,"errors":228,"last":{"skill_id":"idossha-dotfiles-agent-skills-phase-review-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":229,"total":100095,"errors":229,"last":{"skill_id":"idossha-dotfiles-agent-skills-grafana-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":230,"total":100095,"errors":230,"last":{"skill_id":"idossha-dotfiles-agent-skills-orchestrator-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":231,"total":100095,"errors":231,"last":{"skill_id":"idossha-dotfiles-agent-skills-obsidian-memory-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":232,"total":100095,"errors":232,"last":{"skill_id":"idossha-dotfiles-agent-skills-obsidian-vault-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":233,"total":100095,"errors":233,"last":{"skill_id":"idossha-dotfiles-agent-skills-code-quality-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":234,"total":100095,"errors":234,"last":{"skill_id":"solyarikai-sally-sales-claude-skills-deep-personalization-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":235,"total":100095,"errors":235,"last":{"skill_id":"niklam-iracedeck-claude-skills-iracedeck-actions-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":236,"total":100095,"errors":236,"last":{"skill_id":"scotthamilton77-agents-config-src-plugins-beads-agents-skills-implement-bead-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":237,"total":100095,"errors":237,"last":{"skill_id":"abhishek0010-promptfoo-agents-skills-redteam-plugin-development-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":238,"total":100095,"errors":238,"last":{"skill_id":"abhishek0010-promptfoo-agents-skills-search-params-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":239,"total":100095,"errors":239,"last":{"skill_id":"abhishek0010-promptfoo-claude-skills-promptfoo-evals-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":240,"total":100095,"errors":240,"last":{"skill_id":"abhishek0010-promptfoo-plugins-promptfoo-skills-promptfoo-evals-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":241,"total":100095,"errors":241,"last":{"skill_id":"abhishek0010-promptfoo-plugins-promptfoo-skills-promptfoo-redteam-setup-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":242,"total":100095,"errors":242,"last":{"skill_id":"samplexbro-agentsmesh-agentsmesh-skills-post-feature-qa-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":243,"total":100095,"errors":243,"last":{"skill_id":"samplexbro-agentsmesh-agents-skills-am-agent-code-documenter-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":244,"total":100095,"errors":244,"last":{"skill_id":"samplexbro-agentsmesh-agents-skills-am-agent-code-reviewer-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":245,"total":100095,"errors":245,"last":{"skill_id":"samplexbro-agentsmesh-agents-skills-am-agent-code-refactor-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":246,"total":100095,"errors":246,"last":{"skill_id":"samplexbro-agentsmesh-agents-skills-am-agent-code-debugger-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":247,"total":100095,"errors":247,"last":{"skill_id":"samplexbro-agentsmesh-agentsmesh-skills-ts-library-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":248,"total":100095,"errors":248,"last":{"skill_id":"samplexbro-agentsmesh-github-skills-prepare-release-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":249,"total":100095,"errors":249,"last":{"skill_id":"samplexbro-agentsmesh-opencode-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":250,"total":100095,"errors":250,"last":{"skill_id":"samplexbro-agentsmesh-cline-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":251,"total":100095,"errors":251,"last":{"skill_id":"samplexbro-agentsmesh-cursor-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":252,"total":100095,"errors":252,"last":{"skill_id":"samplexbro-agentsmesh-warp-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":253,"total":100095,"errors":253,"last":{"skill_id":"samplexbro-agentsmesh-agentsmesh-skills-typescript-pro-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":254,"total":100095,"errors":254,"last":{"skill_id":"samplexbro-agentsmesh-agents-skills-am-agent-code-security-auditor-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":255,"total":100095,"errors":255,"last":{"skill_id":"samplexbro-agentsmesh-agents-skills-am-agent-code-standards-enforcer-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":256,"total":100095,"errors":256,"last":{"skill_id":"samplexbro-agentsmesh-agentsmesh-skills-add-agent-target-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":257,"total":100095,"errors":257,"last":{"skill_id":"samplexbro-agentsmesh-agents-skills-am-agent-test-runner-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":258,"total":100095,"errors":258,"last":{"skill_id":"samplexbro-agentsmesh-agentsmesh-skills-release-manager-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":259,"total":100095,"errors":259,"last":{"skill_id":"samplexbro-agentsmesh-gemini-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":260,"total":100095,"errors":260,"last":{"skill_id":"samplexbro-agentsmesh-agents-skills-am-agent-typescript-developer-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":261,"total":100095,"errors":261,"last":{"skill_id":"samplexbro-agentsmesh-agentsmesh-skills-code-reviewer-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":262,"total":100095,"errors":262,"last":{"skill_id":"samplexbro-agentsmesh-agents-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":263,"total":100095,"errors":263,"last":{"skill_id":"samplexbro-agentsmesh-agentsmesh-skills-add-global-mode-target-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":264,"total":100095,"errors":264,"last":{"skill_id":"samplexbro-agentsmesh-kilo-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":265,"total":100095,"errors":265,"last":{"skill_id":"samplexbro-agentsmesh-junie-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":266,"total":100095,"errors":266,"last":{"skill_id":"samplexbro-agentsmesh-github-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":267,"total":100095,"errors":267,"last":{"skill_id":"samplexbro-agentsmesh-agentsmesh-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":268,"total":100095,"errors":268,"last":{"skill_id":"samplexbro-agentsmesh-kiro-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":269,"total":100095,"errors":269,"last":{"skill_id":"samplexbro-agentsmesh-roo-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":270,"total":100095,"errors":270,"last":{"skill_id":"samplexbro-agentsmesh-windsurf-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":271,"total":100095,"errors":271,"last":{"skill_id":"samplexbro-agentsmesh-agentsmesh-skills-security-ownership-map-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":272,"total":100095,"errors":272,"last":{"skill_id":"samplexbro-agentsmesh-continue-skills-security-best-practices-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":273,"total":100095,"errors":273,"last":{"skill_id":"pagecran-opencode-bundles-blender-package-skills-pagecran-blender-geometry-nodes-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":274,"total":100095,"errors":274,"last":{"skill_id":"pagecran-opencode-bundles-blender-package-skills-pagecran-blender-scene-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":275,"total":100095,"errors":275,"last":{"skill_id":"pagecran-opencode-bundles-blender-package-skills-pagecran-blender-asset-browser-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":276,"total":100095,"errors":276,"last":{"skill_id":"pagecran-opencode-bundles-blender-package-skills-pagecran-blender-animation-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":277,"total":100095,"errors":277,"last":{"skill_id":"monge-ricardo-awd30716-sharkhub-06code-barbershopsharkhub-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":278,"total":100095,"errors":278,"last":{"skill_id":"pagecran-opencode-bundles-blender-package-skills-pagecran-blender-shader-editor-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":279,"total":100095,"errors":279,"last":{"skill_id":"pagecran-opencode-bundles-blender-package-skills-pagecran-blender-shot-manager-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":280,"total":100095,"errors":280,"last":{"skill_id":"cobriensr-options-strike-calculator-claude-skills-periscope-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":281,"total":100095,"errors":281,"last":{"skill_id":"arkangelai-skills-skills-champion-kit-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":282,"total":100095,"errors":282,"last":{"skill_id":"arkangelai-skills-skills-competitive-intel-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":283,"total":100095,"errors":283,"last":{"skill_id":"arkangelai-skills-skills-deal-health-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":284,"total":100095,"errors":284,"last":{"skill_id":"arkangelai-skills-skills-decision-maker-kit-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":285,"total":100095,"errors":285,"last":{"skill_id":"arkangelai-skills-skills-diagnose-dolor-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":286,"total":100095,"errors":286,"last":{"skill_id":"arkangelai-skills-skills-icp-match-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":287,"total":100095,"errors":287,"last":{"skill_id":"arkangelai-skills-skills-legal-kit-skill-md","status":"error","error":"githubUrl not found in skill page"}}
{"event":"skillsmp_progress","done":288,"total":100095,"errors":288,"last":{"skill_id":"arkangelai-skills-skills-pain-quantifier-skill-md","status":"error","error":"githubUrl not found in skill page"}}
